ID,Age,DOB,Name,OVR,POT,Prone,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,VELO,STM,RET,Draft,OA Pick
3036,50,02/09/1971,Jonathan Clarke,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,450
3544,46,10/20/1974,Steve Mann,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,457
6220,38,09/02/1982,Jon Rosario,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,461
5893,56,10/22/1964,Hayami Yamanaka,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,462
1115,52,08/29/1968,Paul Davidson,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,467
242,59,09/08/1961,Juan Duran,0.5 Stars,0.0 Stars,Wrecked,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,473
5415,39,06/08/1981,Mark Gingrich,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,476
1239,56,04/12/1965,Marco Jimenez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,478
610,56,03/14/1965,Carlos Galvan,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,487
3785,50,05/29/1970,Chris Williams,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,494
1196,55,01/02/1966,Phil Fulghum,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,499
3469,50,11/04/1970,Tim Gardner,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,506
2386,50,07/09/1970,JOSH JOHNSON,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,507
1615,55,03/08/1966,Diego Bermudez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,510
5261,42,07/22/1978,Bruce Hansen,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,519
3365,48,07/05/1972,Jerrod Dillon,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,521
1214,53,09/09/1967,Nick O'Malley,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,522
5389,40,01/19/1981,Carl Mols,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,523
1397,54,11/11/1966,Danny Sandoval,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,525
57,57,12/09/1963,Danny Garcia,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,526
3449,48,05/22/1973,Jesse Ballard,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,532
4674,41,10/20/1979,Alexis Ramos,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,533
1513,52,05/18/1969,Matt Raye,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,536
6614,54,09/03/1966,Tae-soo Hong,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,538
5239,45,12/01/1975,Mike Umbrell,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,541
2825,51,06/22/1969,Mike Behrman,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,544
5125,42,10/04/1978,Alex Sanchez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,545
331,59,05/20/1962,David Gonzalez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,552
1590,55,03/29/1966,Ryan Stichter,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,556
180,59,04/28/1962,Bryan Scott,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,558
766,59,08/16/1961,Mike Rice,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,562
3958,44,06/16/1976,Joe Williams,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,566
412,58,06/29/1962,Jason Elliston,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,568
1768,51,09/10/1969,Kevin Overby,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,570
600,59,05/06/1962,Jim Garner,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,572
2576,51,06/08/1969,Guy bin Othman,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,576
4277,44,12/10/1976,Jonathan Zuniga,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,581
4558,45,06/30/1975,Pete Ziegler,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,584
689,60,04/18/1961,D.J. Nelson,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,594
1270,54,05/31/1966,Bryan Wolfe,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,600
4858,42,06/29/1978,Tony Alonzo,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,604
4944,45,10/31/1975,Joe Harris,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,606
4948,42,08/20/1978,Brian Johnson,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,619
996,56,06/04/1964,Ivan Tarducci,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,622
4597,42,10/17/1978,Jaden Burns,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,630
1818,54,06/29/1966,Kun-woo Kang,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,631
5852,41,01/12/1980,Israel Martinez,2.0 Stars,2.0 Stars,Fragile,40,50,45,-,50,20,-,-,-,45,45,-,-,-,-,88-90,55,No,0,643
3215,48,04/14/1973,Luis Espinoza,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,655
4196,48,08/15/1972,Jim Diffey,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,659
4713,42,07/08/1978,Mike Gates,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,662
3443,51,04/11/1970,Ryan Menssen,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,670
3976,44,06/28/1976,Jessie Hampton,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,673
5191,50,01/16/1971,Marcos Vilchis,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,679
95,49,08/21/1971,Eduardo Ruiz,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,682
3955,43,08/24/1977,Matt Schott,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,694
5539,50,08/10/1970,Jim Fletcher,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,701
5,52,08/19/1968,Mike Brickey,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,708
6147,41,02/17/1980,Frank Gonzalez,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,709
5242,45,01/17/1976,Kyle Richins,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,723
4005,43,08/22/1977,John Hemphill,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,726
1766,56,10/27/1964,Jon Salinas,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,750
3460,47,06/20/1973,Greg Weaver,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,759
4478,50,07/09/1970,Cameron Dussia,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,765
5051,41,07/01/1979,Juan Arreola,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,772
1371,53,01/20/1968,Eric Wiederman,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,778
2666,50,01/06/1971,Donald Thornburg,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,782
2657,53,11/16/1967,Matt Englert,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,787
644,55,12/02/1965,Luis Gaitan,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,791
4701,42,12/12/1978,Charlie Mouland,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,792
3408,50,09/10/1970,Danny Jackson,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,797
1141,56,12/10/1964,Willie Casillas,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,801
5055,41,04/27/1980,Dave Mullet,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,806
684,57,05/02/1964,Charlie Farrell,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,814
814,54,04/17/1967,Gabriel Matherne,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,817
5894,50,11/17/1970,AKIRA ISHIGURO,1.5 Stars,1.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,819
4278,47,06/03/1973,Gabriel Gonzalez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,820
2396,50,07/21/1970,CHRIS WALLACE,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,824
4883,43,12/04/1977,KEVIN GILBERT,1.5 Stars,1.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,833
2883,48,12/12/1972,Lance Readinger,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,842
2535,49,11/20/1971,Matt Kracht,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,846
4191,48,12/12/1972,Andy Thompson,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,848
556,54,08/26/1966,Pedro Lopez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,851
4715,42,10/11/1978,Chris Nelson,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,855
4353,44,05/17/1977,Marco Candelaria,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,861
4901,47,04/12/1974,Carlos Salazar,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,862
2900,48,07/20/1972,Josh Carter,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,863
3034,50,01/16/1971,John Griffith,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,864
2563,52,12/29/1968,Adrian Uriegas,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,874
3586,45,06/01/1975,Jim Dewey,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,878
1816,52,08/21/1968,Jaiden Rene,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,887
1016,58,06/08/1962,Nick Bush,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,890
4866,42,08/31/1978,Luis Cornejo,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,893
3607,45,10/24/1975,Andrew Goelz,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,912
1341,56,01/28/1965,Dave Taylor,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,921
3773,46,08/06/1974,Melvin Gamboa,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,925
3207,47,07/17/1973,Jose Martinez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,927
1218,54,05/08/1967,Tim Kennedy,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,936
3834,49,01/29/1972,Justin English,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,949
1421,54,10/31/1966,Josh Turner,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,953
1666,54,09/01/1966,Jerry Lawrence,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,964
4045,45,12/14/1975,Tony Fuentes,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,984
464,58,06/10/1962,Jessie DeLand,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,985
1368,56,02/16/1965,Tim Dingwell,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,999
5185,49,07/31/1971,Nestor Fontes,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1001
815,58,12/21/1962,Eddie Martinez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1016
6248,52,12/21/1968,Sergio Villarreal,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1017
1638,53,10/31/1967,Bobby Peters,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1019
5514,40,06/24/1980,Giovanny Machiavelli,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1021
987,60,01/30/1961,Ryan Setser,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1022
1693,52,10/30/1968,Roger Watt,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1053
738,57,11/08/1963,Rogelio Castro,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1081
5090,44,04/06/1977,Jorge Segura,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1090
1588,52,07/08/1968,Ian Gilbert,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1091
3962,44,11/05/1976,David Morrow,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1096
2935,50,07/21/1970,Israel Perez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1111
1912,53,11/18/1967,Assunção Gama,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1114
5221,45,07/18/1975,Ruben Fernandez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1128
319,57,05/19/1964,Elimilton Salvao,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1130
3592,45,10/31/1975,Rey Jaramillo,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1133
1863,48,10/08/1972,Curt Sather,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1134
2979,47,12/19/1973,Jason Hamilton,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1136
3354,48,06/20/1972,Omar Pimentel,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1137
3169,46,12/15/1974,Frank Bell,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1145
3825,49,01/24/1972,Jonathon Muncy,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1158
4825,43,12/04/1977,Ricky Gaviria,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1159
5667,44,02/06/1977,Raul Argueta,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1162
4672,43,05/09/1978,Rich Diamond,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1180
1543,52,11/08/1968,Mark Hampton,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1192
1896,52,02/10/1969,ALEX GONZALEZ,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1210
602,57,07/02/1963,Gene Vasek,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1224
1618,55,02/19/1966,Eric Hagerty,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1242
3632,45,02/23/1976,Jeff Hoppe,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1250
3780,48,05/03/1973,Dean Landes,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1261
3217,47,11/18/1973,Lorenzo Hernandez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1262
964,60,05/04/1961,Sergio Trujillo,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1263
1463,60,03/05/1961,Juan Quinonez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1266
2568,49,07/22/1971,Josh Rowand,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1272
1844,53,10/24/1967,Alejandro Macias,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1285
1372,53,11/17/1967,Jose Juarez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1288
772,61,09/29/1959,Seung-hyeon Park,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1295
4289,42,05/26/1978,Brice Lieving,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1304
1268,53,04/02/1968,Jon Keener,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1306
459,53,04/09/1968,Jake Wegner,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1307
1422,58,04/15/1963,Josh Solis,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1308
633,58,02/27/1963,Ray Fitzgerald,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1310
3890,45,09/10/1975,Dan Maczuga,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1320
2885,48,12/21/1972,Mike Osborne,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1332
1315,54,07/15/1966,Edwin Rios,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1339
4240,44,06/01/1976,Mike Stambaugh,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1346
1616,49,10/24/1971,Josh Lewis,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1351
1982,50,09/04/1970,Tim Hale,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1352
5544,51,03/12/1970,Edwin Magana,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1397
3467,50,08/20/1970,Manuel Lopez,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1402
1363,54,03/03/1967,Yoshiomi Asai,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1403
5014,41,05/28/1979,Jim Schutt,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1415
4225,47,04/17/1974,Vince Epling,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1434
5950,43,05/08/1978,Scott Sipes,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1453
1088,49,10/14/1971,Devin Shipley,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1454
3840,49,04/22/1972,Jay Robinson,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1456
1841,52,07/20/1968,Jose Parada,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1457
2351,51,03/22/1970,Luke Onsgard,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1469
1190,54,01/03/1967,Byeong-min Kim,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1471
3133,45,06/15/1975,Bob Reber,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1476
1514,54,11/13/1966,Raul Garcia,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1484
