ID,POS,Name,DOB,Age,OVR,POT,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,STM,SctAcc
14621,SP,Kun-woo Kim,09/30/1999,18,0.5 Stars,2.0 Stars,45,50,50,-,55,-,50,-,50,50,-,-,-,-,-,55,High
13599,RP,Kyu-min Kim,08/16/1998,19,1.0 Stars,2.0 Stars,55,45,45,65,-,-,60,-,-,-,-,-,-,-,-,30,Average
12435,SP,KYUNG-BAE KIM,01/18/1998,19,0.5 Stars,2.0 Stars,60,50,45,-,45,70,70,-,-,65,-,45,-,-,-,55,Very High
8869,SP,Min-jun Kim,03/21/1989,28,2.0 Stars,2.0 Stars,45,40,55,50,45,-,-,55,35,-,-,-,-,-,-,55,Very High
14120,RP,Min-soo Kim,01/05/1999,18,0.5 Stars,2.0 Stars,50,35,60,45,55,55,-,50,55,-,-,-,-,55,-,60,High
11609,RP,MYUNG-WOO KIM,05/18/1996,21,1.5 Stars,2.0 Stars,50,45,45,70,55,-,-,-,-,-,-,-,-,-,-,35,Very High
13914,SP,SEUNG-KYU KIM,03/06/1995,22,0.5 Stars,2.0 Stars,40,55,55,45,50,-,40,45,-,-,-,-,-,-,-,60,High
11541,SP,KIMIAKI KINOSHITA,03/04/1995,22,1.0 Stars,2.0 Stars,45,55,45,45,50,-,-,50,-,-,-,-,-,-,-,55,High
10916,RP,CHRIS KINSLEY,11/27/1991,25,2.0 Stars,2.0 Stars,50,45,45,50,55,-,45,50,-,-,-,-,-,-,-,50,Low
10877,SP,CORBIN KNIPPER,04/01/1994,23,1.5 Stars,2.0 Stars,60,60,35,75,45,-,50,-,-,70,-,-,-,-,-,40,Very High
11735,RP,OWEN KNOX,05/07/1992,25,2.0 Stars,2.0 Stars,55,30,55,60,-,-,60,-,-,-,-,-,-,-,-,35,Very High
13456,RP,Seiichiro Koga,02/05/1997,20,1.5 Stars,2.0 Stars,65,35,40,75,60,65,-,55,-,-,-,-,-,-,-,55,Very High
13473,RP,Hiroki Kojima,07/18/1997,20,1.5 Stars,2.0 Stars,45,45,50,45,45,-,-,45,-,-,45,-,-,-,-,55,High
13171,RP,BENJAMIN KOK,12/09/1992,24,2.0 Stars,2.0 Stars,50,35,45,60,60,-,-,-,-,-,-,-,-,-,-,30,High
11888,SP,Yukio Kondo,08/04/1995,22,0.5 Stars,2.0 Stars,50,45,45,50,40,-,50,55,-,55,-,-,-,-,-,50,Average
11788,RP,RUDKO KONTIC,07/22/1997,20,2.0 Stars,2.0 Stars,65,50,40,80,-,-,75,-,-,-,-,-,-,-,-,30,High
12873,RP,Sang-hoon Koo,08/14/1997,20,1.5 Stars,2.0 Stars,50,35,50,50,50,-,-,55,-,-,-,-,-,-,-,50,Average
8998,RP,Brad Kopetsky,11/22/1985,31,2.0 Stars,2.0 Stars,45,45,45,55,-,40,-,-,-,-,-,-,-,-,-,50,Very High
13788,SP,RIEMER KOPPELAAR,11/02/1994,23,1.0 Stars,2.0 Stars,35,65,55,40,-,-,45,45,-,-,-,-,-,-,-,60,Very High
10635,RP,BRIAN KUEHNE,03/24/1995,22,2.0 Stars,2.0 Stars,50,45,45,50,50,-,-,-,55,-,-,-,-,-,-,40,High
12918,SP,TADAHIKO KUGA,12/07/1993,23,1.5 Stars,2.0 Stars,40,50,55,-,50,-,45,-,-,45,-,-,-,-,-,50,High
11610,SP,SRETEN KUKCENJAC,05/27/1996,21,1.0 Stars,2.0 Stars,55,45,45,65,60,70,70,-,-,-,-,-,-,-,-,60,Very High
12967,SP,JAE-HEE KWAK,08/04/1997,20,1.5 Stars,2.0 Stars,45,45,55,55,45,-,-,50,50,-,-,-,-,-,-,55,Very High
6731,SP,C.J. Label,02/12/1984,33,2.0 Stars,2.0 Stars,50,50,40,55,50,-,-,40,-,55,-,-,-,-,-,70,Average
15038,SP,Marino Lanfranchi,08/19/2001,16,0.5 Stars,2.0 Stars,50,45,50,55,55,-,-,-,-,-,-,-,-,55,-,65,Average
11722,RP,KEVIN LANGILLE,02/20/1993,24,2.0 Stars,2.0 Stars,60,35,50,70,45,-,50,65,-,-,-,-,-,-,-,30,High
12406,CL,ALFREDO LANGSTRAAT,05/20/1997,20,1.5 Stars,2.0 Stars,55,55,50,-,60,-,-,-,-,65,-,-,-,-,-,30,Very High
9849,RP,Lance Larcombe,09/20/1991,26,2.0 Stars,2.0 Stars,45,60,45,45,45,-,-,-,60,-,-,-,-,-,-,55,High
10142,RP,Mike Larson,03/24/1992,25,2.0 Stars,2.0 Stars,45,30,45,50,40,-,-,-,45,-,-,-,-,-,-,60,Very High
9594,RP,CHANCE LAWRENCE,05/16/1992,25,2.0 Stars,2.0 Stars,55,35,45,60,50,-,40,60,-,-,-,-,-,-,-,50,Very High
14887,SP,Joe Leahy,10/30/2000,17,0.5 Stars,2.0 Stars,40,50,55,45,50,-,-,45,-,-,-,-,-,-,-,50,High
12887,RP,Chan-woo Lee,06/12/1998,19,0.5 Stars,2.0 Stars,55,55,45,65,55,-,-,-,-,-,-,-,-,-,-,30,High
8565,RP,Dong-hoon Lee,04/15/1987,30,2.0 Stars,2.0 Stars,50,45,35,55,40,-,60,-,-,-,-,-,-,-,-,50,Very High
14705,RP,In-chul Lee,05/30/2000,17,0.5 Stars,2.0 Stars,40,55,55,45,50,-,45,-,-,-,-,-,-,-,-,55,Low
11251,RP,Joon-ho Lee,12/06/1994,22,2.0 Stars,2.0 Stars,40,60,45,45,50,-,-,-,45,-,-,-,-,-,-,70,High
12345,RP,Joong-seok Lee,08/23/1993,24,2.0 Stars,2.0 Stars,50,45,50,60,55,-,-,-,-,-,-,-,-,-,-,30,Average
11483,RP,KEN LEE,06/18/1995,22,2.0 Stars,2.0 Stars,45,50,40,45,50,-,50,50,-,-,-,-,-,-,-,40,Very High
14661,SP,Sang-cheol Lee,07/16/1999,18,0.5 Stars,2.0 Stars,45,50,50,45,60,-,45,-,-,-,-,-,-,-,-,60,High
12208,RP,Seung-hwa Lee,01/25/1996,21,1.5 Stars,2.0 Stars,40,50,50,45,40,-,45,-,-,-,-,-,-,-,-,75,Very High
15340,CL,Shi-young Lee,11/18/2000,16,0.5 Stars,2.0 Stars,45,50,55,45,55,-,-,-,50,-,-,-,-,-,-,65,Low
11503,RP,JOHN LEFEBVRE,11/10/1992,24,2.0 Stars,2.0 Stars,50,40,45,50,-,45,-,55,-,-,35,-,-,-,-,60,High
13019,SP,Chet Legge,03/04/1998,19,0.5 Stars,2.0 Stars,50,55,40,50,60,50,-,50,-,-,-,-,-,-,-,50,High
11725,SP,ZHUO-CHENG LEONG,05/11/1995,22,2.0 Stars,2.0 Stars,45,45,55,50,45,-,-,-,-,55,-,-,-,-,-,50,High
10070,SP,ANDREW LEONHARDT,09/04/1988,29,2.0 Stars,2.0 Stars,50,50,50,55,55,-,-,50,-,50,-,-,-,-,-,40,Low
11556,SP,IAN LEVORATO,05/22/1997,20,1.0 Stars,2.0 Stars,55,55,45,60,-,-,-,60,-,60,-,-,-,-,-,35,Very High
10005,SP,Mitch Lewis,12/09/1990,26,2.0 Stars,2.0 Stars,45,40,55,-,50,45,45,50,50,-,-,-,-,-,-,55,Very High
9194,RP,Morgan Lewis,09/18/1990,27,2.0 Stars,2.0 Stars,45,35,50,45,-,-,-,-,50,-,-,-,-,-,-,45,Very High
9735,RP,STEVE LEWIS,06/03/1991,26,2.0 Stars,2.0 Stars,55,45,40,65,-,-,65,-,-,-,-,-,-,-,-,40,Average
13860,SP,Jose Licon,04/18/1999,18,0.5 Stars,2.0 Stars,50,45,50,50,50,50,-,55,50,-,-,-,-,-,-,60,Very High
11831,RP,Gabel Lijzenga,12/29/1995,21,1.5 Stars,2.0 Stars,65,35,45,70,-,-,70,-,-,-,-,-,-,-,-,25,Average
15011,RP,John Littlewood,05/15/1998,19,1.0 Stars,2.0 Stars,50,55,50,50,-,50,-,50,-,40,-,-,-,-,-,35,Average
12222,SP,Carlos Lizarraga,07/22/1996,21,1.5 Stars,2.0 Stars,50,50,50,55,50,45,-,55,-,-,-,-,-,-,-,60,High
11893,SP,Shoji Llanttada,06/11/1995,22,1.5 Stars,2.0 Stars,55,40,45,75,60,-,-,-,45,-,-,-,-,-,-,65,Very High
13786,RP,STEVE LOCKEN,10/30/1997,20,1.5 Stars,2.0 Stars,45,55,55,45,-,-,45,45,-,45,-,-,-,-,-,45,Very High
6554,RP,Danny Lopez,02/13/1983,34,2.0 Stars,2.0 Stars,45,50,45,50,50,-,55,-,-,-,-,-,-,-,-,55,High
7821,RP,DAVE LOPEZ,01/20/1977,40,2.0 Stars,2.0 Stars,50,50,45,50,-,-,50,50,30,-,-,-,-,-,-,30,High
13131,SP,Luis Lopez,03/05/1997,20,1.5 Stars,2.0 Stars,45,45,50,55,45,-,-,-,-,55,-,-,-,-,-,50,Very High
11969,RP,Karst Lubbers,05/26/1996,21,1.5 Stars,2.0 Stars,50,45,45,45,50,40,-,50,50,-,-,-,-,-,-,40,Very High
13044,RP,John Luckett,10/06/1998,19,1.0 Stars,2.0 Stars,50,50,45,60,55,-,-,45,-,-,-,-,-,-,-,50,Very High
9118,RP,ROCKY LUEBBERING,03/20/1990,27,2.0 Stars,2.0 Stars,55,50,40,55,50,-,-,55,-,-,-,-,-,-,-,55,High
10949,RP,STEVE LUNSFORD,11/13/1994,22,2.0 Stars,2.0 Stars,55,40,40,60,-,-,70,60,-,-,50,-,-,-,-,50,Average
15101,SP,Ian Löwisohn,10/11/2001,16,0.5 Stars,2.0 Stars,45,50,45,45,60,-,35,-,-,50,-,-,-,-,-,60,Low
11757,SP,DWAYNE MACDERMID,06/28/1996,21,1.0 Stars,2.0 Stars,40,45,55,45,45,-,45,40,-,-,-,-,-,50,-,50,Very High
9196,RP,ERIC MACDONALD,04/07/1991,26,2.0 Stars,2.0 Stars,50,35,45,55,50,-,-,45,-,50,-,-,45,-,-,55,High
10436,SP,Danny Mace,09/28/1993,24,2.0 Stars,2.0 Stars,70,50,40,70,70,-,70,-,-,-,-,-,-,-,-,55,Average
9506,RP,Javier Maciel,04/28/1991,26,2.0 Stars,2.0 Stars,50,35,55,50,45,-,35,55,45,-,-,-,-,-,-,55,High
10188,RP,Noah Maclin,02/23/1993,24,2.0 Stars,2.0 Stars,50,35,50,55,40,-,-,-,55,-,-,-,-,-,-,55,Very High
13027,RP,Sadaqat Mahdi,05/26/1998,19,1.0 Stars,2.0 Stars,45,40,60,50,-,-,50,-,-,-,-,-,-,-,-,25,High
13029,SP,Ernst Mahoney,08/25/1999,18,0.5 Stars,2.0 Stars,55,45,50,50,65,-,40,-,-,-,-,-,-,-,-,55,Very High
10974,SP,KEVIN MAJOR,07/18/1996,21,0.5 Stars,2.0 Stars,60,45,45,65,55,75,70,-,-,-,-,-,-,-,-,50,Average
11632,RP,ZHU MAK,06/08/1997,20,1.5 Stars,2.0 Stars,45,45,40,50,40,-,-,50,-,45,-,-,-,-,-,50,Average
11779,RP,GUILLERMO MALDONADO,05/19/1996,21,1.5 Stars,2.0 Stars,70,40,40,80,-,-,-,-,-,-,-,-,-,75,-,25,Low
12019,RP,Juan Maldonado,05/25/1996,21,1.5 Stars,2.0 Stars,45,45,50,50,-,-,-,45,-,50,-,-,-,-,-,50,Very High
15246,SP,Rade Mandaric,01/18/2001,16,0.5 Stars,2.0 Stars,45,50,40,40,55,55,45,45,-,-,-,-,-,-,-,55,Low
13307,RP,Claude Mannelli,08/11/1998,19,0.5 Stars,2.0 Stars,60,45,45,-,55,-,-,-,-,70,-,-,-,-,-,35,Very High
11439,RP,CLAUDIO MARISCO,03/10/1994,23,2.0 Stars,2.0 Stars,55,40,45,55,-,-,60,-,-,-,-,-,-,-,-,35,High
7612,RP,RYAN MARKS,09/13/1986,31,2.0 Stars,2.0 Stars,45,70,40,50,-,45,-,-,50,-,-,-,-,-,-,40,Average
11714,RP,SERGIO MARQUEZ,03/02/1992,25,2.0 Stars,2.0 Stars,45,35,50,-,45,-,45,-,50,50,-,-,-,-,-,40,Very High
11583,SP,Matt Marr,11/28/1996,20,1.0 Stars,2.0 Stars,50,50,45,50,45,-,55,55,-,-,-,-,45,-,-,50,High
14340,RP,Carlos Marriott,06/12/1999,18,0.5 Stars,2.0 Stars,65,35,45,60,55,-,-,-,75,-,-,-,-,-,-,55,Low
10190,RP,Dave Marsh,07/11/1992,25,2.0 Stars,2.0 Stars,55,30,55,50,45,50,55,45,65,-,-,-,-,-,-,55,Very High
14161,SP,Estevan Marte,12/01/1998,18,0.5 Stars,2.0 Stars,35,65,60,40,45,40,-,45,-,-,-,-,-,-,-,65,High
13098,RP,Edgar Martinez,06/10/1998,19,1.5 Stars,2.0 Stars,50,50,50,50,45,-,-,45,-,45,-,-,-,-,-,65,Very High
13446,CL,Fernando Martinez,06/12/1997,20,0.5 Stars,2.0 Stars,55,45,50,55,-,-,55,-,-,-,-,-,-,-,-,25,Very High
13042,SP,Jose Martinez,05/09/1998,19,0.5 Stars,2.0 Stars,55,55,45,50,-,-,-,-,65,60,-,-,-,-,-,55,High
11705,RP,JOSE MARTINEZ,01/04/1996,21,2.0 Stars,2.0 Stars,50,45,50,-,-,-,60,-,-,60,-,-,-,-,-,25,Very High
8544,SP,Julio Martinez,11/09/1987,29,2.0 Stars,2.0 Stars,45,45,50,50,40,-,-,55,60,-,-,-,-,-,-,50,Very High
14312,SP,Mario Martinez,02/23/1999,18,0.5 Stars,2.0 Stars,45,50,50,45,55,55,-,50,-,-,-,-,-,-,-,70,High
13991,SP,Richard Martinez,08/06/1998,19,0.5 Stars,2.0 Stars,40,55,60,45,50,-,-,-,-,35,-,-,-,-,-,65,Average
12264,RP,Tony Martinez,02/22/1996,21,1.5 Stars,2.0 Stars,55,35,55,60,45,-,60,-,-,60,-,-,-,-,-,35,Very High
12446,RP,OSCAR MATEO,04/29/1997,20,1.5 Stars,2.0 Stars,50,45,45,65,-,-,-,-,50,-,-,-,-,-,-,40,Very High
13114,RP,Melvin Matus,05/05/1997,20,1.5 Stars,2.0 Stars,50,40,50,55,50,-,45,45,-,-,-,-,-,-,-,50,High
12571,RP,Juan Maya,10/30/1996,21,2.0 Stars,2.0 Stars,50,40,50,50,50,55,55,-,-,-,-,-,-,-,-,55,Very High
10098,SP,Sean McBride,12/20/1992,24,2.0 Stars,2.0 Stars,50,45,55,50,45,-,55,45,-,55,-,-,-,-,-,45,Very High
12289,SP,JEFF MCCARTNEY,07/22/1995,22,1.5 Stars,2.0 Stars,45,40,50,55,55,-,50,-,35,-,-,-,-,-,-,65,Very High
9448,SP,TERRY MCCONNELL,03/07/1991,26,2.0 Stars,2.0 Stars,45,55,45,55,50,30,50,-,-,-,-,-,-,-,-,60,Very High
11560,SP,EDWARD MCDONNELL,09/03/1996,21,0.5 Stars,2.0 Stars,40,50,50,45,45,-,-,-,-,45,-,-,-,-,-,70,High
11782,RP,NICK MCGUIGAN,02/01/1997,20,2.0 Stars,2.0 Stars,70,35,50,80,-,-,75,-,-,-,-,-,-,-,-,25,Very High
11743,RP,DANNY MCINTOSH,08/30/1997,20,1.5 Stars,2.0 Stars,70,45,50,75,-,80,-,-,-,70,-,-,-,-,-,35,Very High
8287,SP,William McMullen,03/27/1984,33,2.0 Stars,2.0 Stars,45,45,45,-,55,55,50,-,-,45,-,-,-,-,-,60,Very High
13312,SP,Fergus Meadows,11/04/1998,18,0.5 Stars,2.0 Stars,50,50,50,-,50,60,55,55,-,-,-,-,-,-,-,70,Very High
10626,RP,RUBEN MEASTAS,09/20/1994,23,2.0 Stars,2.0 Stars,60,50,35,60,60,55,60,-,-,-,-,-,-,-,-,55,Very High
12097,RP,Ricciardo Medici,03/11/1996,21,0.5 Stars,2.0 Stars,45,55,50,-,-,-,50,-,-,50,-,-,-,-,-,35,Very High
14493,SP,Jerry Medina,08/18/2000,17,0.5 Stars,2.0 Stars,50,50,50,50,60,-,-,45,-,-,-,-,-,-,-,60,High
6757,RP,Bobby Meinershagen,06/26/1983,34,2.0 Stars,2.0 Stars,45,55,45,50,-,-,50,-,-,-,-,-,-,-,-,70,High
11395,RP,Steve Melvin,03/04/1991,26,2.0 Stars,2.0 Stars,50,40,50,50,-,-,-,50,-,50,-,-,-,-,-,50,High
14219,SP,Armando Mendes,06/26/1999,18,0.5 Stars,2.0 Stars,50,45,45,-,55,60,-,-,-,60,-,-,-,-,-,40,Very High
13325,SP,Rodolfo Mendez,05/30/1999,18,0.5 Stars,2.0 Stars,50,50,50,55,50,40,50,-,50,-,-,-,-,60,-,65,Very High
13237,SP,Joel Mendoa,05/13/1997,20,0.5 Stars,2.0 Stars,55,55,45,65,55,40,-,60,-,-,-,-,-,-,-,55,Very High
15232,SP,Alejandro Mendoza,02/12/2001,16,0.5 Stars,2.0 Stars,45,55,50,45,50,50,-,55,-,-,-,-,-,-,-,45,High
14494,RP,Aurélio Menelau,11/27/2000,16,0.5 Stars,2.0 Stars,55,50,50,55,-,-,-,-,-,-,-,60,-,-,-,35,Very High
14497,SP,Lorenzo Mesquita,04/10/2000,17,0.5 Stars,2.0 Stars,45,50,45,45,60,-,45,45,-,-,-,-,-,-,-,60,Very High
10370,SP,Tyler Messamore,06/05/1993,24,2.0 Stars,2.0 Stars,45,45,60,50,45,-,-,-,-,50,45,-,-,-,-,60,High
9229,SP,DAN METCALF,09/26/1991,26,2.0 Stars,2.0 Stars,45,50,50,50,45,45,35,55,-,-,-,-,-,-,-,40,Very High
13814,RP,Dan Meyer,05/05/1999,18,0.5 Stars,2.0 Stars,55,60,40,55,-,-,-,-,50,55,-,-,-,-,-,30,High
15234,SP,Pavle Mihajlovic,10/11/2000,17,0.5 Stars,2.0 Stars,45,50,50,45,55,-,50,-,55,-,-,-,-,-,-,50,Average
10201,SP,Adam Miller,05/16/1992,25,2.0 Stars,2.0 Stars,50,50,45,65,-,-,55,-,-,-,-,-,-,60,-,65,High
12891,SP,Matt Miller,04/13/1998,19,0.5 Stars,2.0 Stars,50,45,60,45,55,-,-,60,-,-,-,-,-,-,-,60,High
9236,RP,STEPHEN MILLER,04/05/1991,26,2.0 Stars,2.0 Stars,50,45,50,55,60,-,60,-,-,-,-,-,-,-,-,55,Average
10579,SP,Ross Miranda,04/21/1993,24,2.0 Stars,2.0 Stars,55,40,45,60,60,-,-,55,50,-,-,60,-,-,-,70,High
12148,RP,Milovan Mitevic,10/23/1996,21,2.0 Stars,2.0 Stars,50,45,45,45,-,-,50,55,-,45,-,-,-,-,-,25,Very High
12454,RP,CHICO MITSUKURI,08/24/1997,20,1.5 Stars,2.0 Stars,45,40,60,45,50,-,-,50,-,-,-,-,-,-,-,40,High
10548,RP,Katsumi Mizuta,05/04/1986,31,2.0 Stars,2.0 Stars,60,40,40,65,-,-,65,-,-,-,-,-,-,-,-,25,High
13466,SP,Herman Moesker,07/13/1997,20,0.5 Stars,2.0 Stars,50,40,50,50,50,-,45,50,-,55,-,-,-,-,-,60,High
9790,SP,CARLOS MOLINA,08/13/1991,26,2.0 Stars,2.0 Stars,45,45,50,55,-,-,50,50,-,-,-,-,-,-,-,60,Very High
13105,SP,Draza Moljevic,09/29/1998,19,0.5 Stars,2.0 Stars,45,60,45,50,-,-,-,55,60,-,-,-,-,-,-,70,Very High
12836,SP,Edouard Monasta,02/09/1997,20,0.5 Stars,2.0 Stars,45,45,50,55,55,-,-,-,55,-,-,-,-,-,-,55,Average
9157,RP,Bobby Monceaux,08/08/1991,26,2.0 Stars,2.0 Stars,45,40,55,45,35,45,-,45,-,-,-,-,-,-,-,50,Average
14193,CL,Roy Monck,08/09/1999,18,0.5 Stars,2.0 Stars,50,50,45,55,-,-,-,50,-,55,-,-,-,-,-,35,Average
12248,RP,B.J. MONTALBETTI,06/20/1997,20,1.5 Stars,2.0 Stars,60,45,45,70,-,-,-,-,-,-,-,-,70,-,-,30,Very High
13941,RP,Roy Mooney,11/24/1999,17,0.5 Stars,2.0 Stars,70,40,50,65,-,-,70,-,-,-,-,-,-,-,-,30,Very High
14053,SP,Harry Moraine,01/11/1999,18,0.5 Stars,2.0 Stars,50,50,50,50,60,60,-,-,60,-,-,-,-,-,-,70,Average
14512,SP,David More,10/18/2000,17,0.5 Stars,2.0 Stars,55,55,45,50,-,-,55,55,-,-,-,-,-,-,-,60,Very High
11479,RP,TRAVIS MOREHOUSE,05/13/1992,25,2.0 Stars,2.0 Stars,65,50,45,70,-,-,70,-,-,70,-,45,-,-,-,30,Very High
14072,SP,Armando Moreno,06/23/1998,19,0.5 Stars,2.0 Stars,40,50,55,45,50,-,-,-,45,-,-,-,-,-,-,60,Low
11232,RP,Juan Morones,05/14/1995,22,2.0 Stars,2.0 Stars,60,45,45,75,55,-,-,-,-,-,-,-,-,-,-,40,Very High
11330,SP,Glen Morrall,12/10/1995,21,1.5 Stars,2.0 Stars,50,50,45,60,50,-,-,-,-,60,-,-,-,-,-,50,High
8793,RP,JAMAL MORROW,06/30/1989,28,2.0 Stars,2.0 Stars,55,40,40,60,-,-,-,-,55,-,-,-,-,-,-,70,High
6848,SP,Mike Moss Jr.,08/01/1985,32,2.0 Stars,2.0 Stars,45,45,45,55,40,-,-,50,-,-,-,-,-,-,-,55,High
14636,SP,Richard Mueller,09/02/1999,18,0.5 Stars,2.0 Stars,45,50,50,45,50,-,-,-,-,45,-,-,-,-,-,45,High
5740,SP,JALEN MURPHY,12/13/1981,35,2.0 Stars,2.0 Stars,50,65,40,55,-,60,-,55,-,-,-,55,-,-,-,60,Very High
10511,RP,Ki-hyuk Na,01/06/1993,24,2.0 Stars,2.0 Stars,55,45,35,65,50,60,55,-,-,-,-,-,-,-,-,55,Average
12827,RP,Sung-hyun Na,08/28/1984,33,2.0 Stars,2.0 Stars,45,35,45,50,-,45,-,-,-,-,-,-,-,-,-,45,High
11826,SP,Radovan Nacuk,08/26/1995,22,1.5 Stars,2.0 Stars,55,45,45,60,-,-,60,60,-,-,-,-,-,-,-,65,Very High
14514,SP,Yoshiji Nagao,08/06/2000,17,0.5 Stars,2.0 Stars,60,65,40,55,55,-,-,60,40,-,-,-,-,-,-,60,Very High
12633,SP,Yushiro Nakamura,03/21/1997,20,1.5 Stars,2.0 Stars,55,50,45,60,50,55,-,55,-,45,-,-,-,-,-,60,Very High
11638,RP,HARUYOSHI NAKI,05/31/1996,21,2.0 Stars,2.0 Stars,70,35,55,75,-,75,-,-,-,-,-,-,-,-,-,25,Very High
13954,RP,Constant Napoleoni,01/15/2000,17,0.5 Stars,2.0 Stars,45,50,50,50,45,-,45,-,-,-,-,-,-,-,-,35,Very High
12939,RP,ALEX NARVAEZ,07/08/1997,20,1.5 Stars,2.0 Stars,65,45,50,75,-,-,70,-,-,-,-,-,-,-,-,25,Very High
13772,SP,Xavier Nattrass,06/25/1998,19,1.0 Stars,2.0 Stars,50,50,45,60,50,-,60,-,-,50,-,-,-,-,-,65,Very High
12268,RP,Jurdão Navais,09/21/1990,27,2.0 Stars,2.0 Stars,50,35,50,55,60,60,-,-,-,-,-,-,-,-,-,70,Very High
6548,CL,Alex Navarro,06/28/1982,35,2.0 Stars,2.0 Stars,50,45,50,50,55,-,55,55,-,-,-,-,-,-,-,40,Very High
13249,SP,Dave Naylor,06/28/1994,23,1.0 Stars,2.0 Stars,50,50,45,50,55,60,45,-,-,-,-,-,-,50,-,70,Very High
13285,RP,Adam Newton,09/15/1997,20,1.0 Stars,2.0 Stars,80,35,45,70,-,80,-,-,-,-,-,-,-,-,-,30,Very High
13223,SP,Rich Nicholls,10/08/1994,23,0.5 Stars,2.0 Stars,50,55,50,50,-,-,-,55,-,60,-,-,-,-,-,30,Very High
11045,RP,Kazuyuki Nishikawa,05/04/1993,24,2.0 Stars,2.0 Stars,50,50,45,50,50,60,-,55,-,-,-,-,-,-,-,35,Very High
12044,SP,Akihito Nishimura,08/22/1995,22,1.5 Stars,2.0 Stars,50,50,50,70,45,-,-,-,-,50,-,-,-,-,-,60,Average
11904,RP,Vítor Nishimura,10/09/1995,22,2.0 Stars,2.0 Stars,45,50,50,45,40,50,-,45,-,45,-,-,-,-,-,40,High
13946,SP,Josef Norder,10/14/1999,18,0.5 Stars,2.0 Stars,55,45,35,60,55,60,-,-,65,-,-,-,-,-,-,50,Very High
12249,RP,GEORGE NORMAN,12/05/1997,19,1.5 Stars,2.0 Stars,50,45,45,55,50,-,-,-,-,-,-,-,-,45,-,50,Low
13227,RP,Leon Norris,08/19/1997,20,1.0 Stars,2.0 Stars,55,45,50,60,60,-,-,-,-,-,-,-,-,-,-,25,High
11513,RP,DAWSON NORTHEAST,04/12/1992,25,1.5 Stars,2.0 Stars,55,35,50,60,-,60,-,-,-,-,-,-,-,-,-,25,Very High
10810,RP,John Nunes,07/04/1991,26,2.0 Stars,2.0 Stars,55,40,50,55,-,-,-,55,-,55,-,-,-,-,-,35,Very High
10399,SP,Warren Nunes,12/30/1993,23,1.5 Stars,2.0 Stars,45,45,55,55,45,-,-,-,-,-,-,-,-,50,-,55,Very High
12386,RP,JULIO NUNO,03/06/1997,20,1.5 Stars,2.0 Stars,55,50,40,70,-,60,-,-,-,-,-,-,-,-,-,45,Average
12078,SP,Hurem Nusic,02/17/1996,21,2.0 Stars,2.0 Stars,45,50,45,45,-,45,-,45,-,-,-,-,-,-,-,60,Very High
10958,SP,COREY O'CONNELL,08/26/1995,22,1.5 Stars,2.0 Stars,55,45,45,70,60,-,65,-,-,-,-,-,-,-,-,55,Average
13345,RP,Kai O'Doherty,08/16/1998,19,0.5 Stars,2.0 Stars,60,45,40,70,-,70,-,-,-,-,-,-,-,-,-,45,Very High
13039,RP,Matt O'Grady,05/12/1999,18,0.5 Stars,2.0 Stars,60,35,50,55,60,-,60,55,-,-,-,-,-,40,-,65,Average
13574,SP,Masato Oba,09/16/1998,19,0.5 Stars,2.0 Stars,45,50,45,45,35,-,-,45,-,45,-,-,-,-,-,55,Average
10474,RP,Daizo Ogasawara,10/19/1992,25,2.0 Stars,2.0 Stars,55,40,45,60,-,-,70,-,-,55,-,-,-,-,-,55,Very High
12359,SP,Motochika Ogino,08/02/1996,21,0.5 Stars,2.0 Stars,45,45,50,60,50,-,-,-,55,-,-,-,-,-,-,80,Very High
10072,CL,MATT OGLE,09/25/1991,26,2.0 Stars,2.0 Stars,50,35,45,60,-,55,-,45,-,-,-,-,-,50,-,50,Very High
13891,SP,Sang-chul Oh,06/07/1999,18,0.5 Stars,2.0 Stars,45,45,45,45,45,-,45,45,50,-,-,-,-,-,-,55,Very High
15029,SP,Yukichi Okumura,01/25/1997,20,0.5 Stars,2.0 Stars,45,50,50,50,-,-,50,50,-,-,-,-,-,-,-,65,High
7977,RP,MATT OLSON,11/17/1987,29,2.0 Stars,2.0 Stars,50,50,45,55,-,-,-,-,-,55,-,-,-,-,-,45,Very High
12893,RP,Hiromichi Ono,10/06/1998,19,1.0 Stars,2.0 Stars,55,45,45,55,55,-,-,55,-,-,-,-,-,-,-,50,High
6906,SP,Oscar Orozco,09/17/1983,34,2.0 Stars,2.0 Stars,45,40,45,55,50,-,-,-,-,55,-,-,-,-,-,60,Very High
10716,RP,Peyton Orr,02/08/1994,23,2.0 Stars,2.0 Stars,55,45,40,60,-,-,60,50,-,35,-,-,-,-,-,55,Very High
8509,RP,ALEX ORTIZ,08/14/1988,29,2.0 Stars,2.0 Stars,55,35,45,65,-,45,60,-,-,-,-,-,-,-,-,60,Very High
11993,RP,Moises Ortiz,02/08/1996,21,1.5 Stars,2.0 Stars,55,45,45,60,50,-,-,-,-,60,-,-,-,-,-,45,Average
13770,SP,Milojica Ostrozinska,10/01/1998,19,0.5 Stars,2.0 Stars,45,45,55,50,60,-,-,-,45,-,-,-,-,-,-,75,Low
