STU P,MOV P,CON P,PBABIP P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,VT
50,45,50,40,50,55,50,50,50,50,-,-,-,-,-,-,-,94-96
50,50,45,45,55,70,55,55,-,-,55,-,-,-,-,-,-,95-97
50,50,50,55,50,80,40,50,-,-,60,-,-,-,-,-,-,96-98
50,50,40,45,50,60,50,-,-,-,50,-,-,-,-,-,-,95-97
50,40,20,40,40,55,50,-,-,35,-,-,-,-,-,-,-,92-94
50,50,35,50,50,60,-,55,-,55,50,-,-,-,-,-,-,94-96
50,50,55,45,50,65,55,-,70,-,-,-,-,-,-,-,-,94-96
50,50,50,45,50,60,55,65,60,-,-,-,-,-,-,-,-,94-96
50,35,40,40,35,55,45,-,-,50,-,-,-,-,-,-,-,94-96
50,40,50,55,35,50,55,60,50,-,-,-,-,-,-,25,-,91-93
50,45,30,45,45,75,-,-,55,-,-,-,-,-,-,-,-,96-98
50,45,30,45,45,50,60,70,-,-,65,-,45,-,-,-,-,92-94
50,20,25,40,20,70,-,50,-,-,-,-,-,-,-,-,-,94-96
50,45,45,45,45,75,55,-,-,-,60,-,-,-,-,55,-,97-99
50,45,40,45,45,60,45,-,65,-,50,-,-,-,-,-,-,95-97
50,45,30,45,45,60,55,-,-,-,-,-,-,-,-,-,-,94-96
50,50,45,45,50,75,45,50,50,55,-,-,-,-,-,-,-,97-99
50,50,50,55,50,75,-,45,-,55,50,-,-,-,-,-,-,97-99
50,50,55,45,50,70,50,-,-,50,-,-,-,-,-,-,-,96-98
50,40,45,40,40,70,50,-,60,-,-,-,-,-,-,-,-,95-97
50,40,25,35,45,50,50,-,40,50,-,-,-,-,-,-,-,91-93
50,45,50,45,50,-,50,65,45,-,55,50,-,-,-,50,-,95-97
50,45,45,45,40,70,-,65,-,-,-,-,-,-,-,-,-,95-97
50,45,45,45,45,65,45,-,-,50,-,-,-,-,-,-,-,95-97
50,45,35,50,45,60,45,-,-,-,35,50,50,-,-,-,-,95-97
50,35,35,45,35,60,60,-,-,40,-,-,-,-,-,-,-,92-94
50,40,25,40,40,55,50,-,50,-,-,-,-,-,-,-,-,93-95
50,50,55,45,55,55,35,-,-,60,-,60,-,-,-,-,-,93-95
50,30,45,45,20,55,45,45,50,-,50,-,-,-,-,-,-,95-97
50,50,55,50,50,70,-,55,-,-,-,-,-,-,-,-,-,95-97
50,50,45,55,50,60,55,55,45,-,-,-,-,-,-,-,-,94-96
50,50,45,45,50,-,60,65,45,-,70,55,-,-,-,-,-,92-94
50,40,50,45,40,80,50,-,-,-,40,-,-,-,-,-,-,97-99
50,45,35,40,45,55,55,-,-,-,-,-,-,-,-,60,-,93-95
50,35,30,45,30,75,-,-,60,55,-,-,-,-,-,-,-,95-97
50,45,30,50,45,50,55,65,50,45,-,-,50,-,-,-,-,92-94
50,50,45,45,50,55,60,-,-,-,45,-,-,-,-,-,-,93-95
50,45,45,45,45,45,60,-,-,55,-,55,-,-,-,-,-,90-92
50,45,35,55,45,-,45,-,55,50,55,-,-,-,-,-,-,95-97
50,50,60,45,50,55,-,-,65,55,-,-,-,-,-,-,-,93-95
50,45,40,40,50,45,-,-,-,50,-,50,-,-,-,-,-,90-92
50,35,40,45,35,65,55,80,45,-,-,-,-,-,-,-,-,94-96
50,50,40,45,50,50,60,-,-,-,-,55,-,-,-,-,-,90-92
50,45,45,50,40,55,45,-,-,-,55,-,-,-,-,-,-,93-95
50,50,55,50,50,55,65,-,-,-,70,-,-,-,-,-,-,92-94
50,50,45,50,45,60,50,-,40,-,-,35,-,-,-,-,-,93-95
50,50,45,50,50,55,50,-,60,50,55,-,-,-,-,50,-,95-97
50,50,55,45,50,50,55,40,-,-,-,60,-,-,-,-,-,91-93
50,45,45,45,45,55,45,40,-,-,50,-,-,40,-,-,-,92-94
50,65,65,50,70,50,65,55,55,-,65,-,-,-,-,-,-,91-93
50,45,50,40,45,65,50,-,-,-,65,-,-,-,-,-,-,94-96
50,45,35,45,45,55,55,-,-,50,-,45,-,-,-,-,-,93-95
50,50,30,45,50,55,-,-,-,-,55,-,-,-,-,-,-,93-95
50,50,50,45,50,60,50,40,60,-,-,-,-,-,-,-,-,94-96
50,50,45,45,50,50,50,50,55,-,55,-,-,-,-,-,-,91-93
50,45,35,45,50,55,55,-,-,-,-,60,-,-,-,-,-,93-95
50,45,35,45,45,45,60,-,-,65,-,-,-,-,-,-,-,92-94
50,45,55,50,45,65,-,45,55,-,-,60,-,50,-,-,-,95-97
50,65,40,55,70,50,65,-,-,80,-,-,-,-,-,-,-,96-98
50,50,60,45,50,65,55,-,-,-,-,75,-,-,-,-,-,94-96
50,45,50,50,45,60,40,-,55,50,-,-,-,-,-,-,-,94-96
50,45,40,45,45,65,50,-,75,-,-,-,-,-,-,-,-,95-97
50,50,75,45,55,80,50,65,-,45,-,-,-,-,-,-,-,95-97
50,35,25,40,35,80,50,-,-,45,-,-,-,-,-,-,-,99-101
50,45,40,40,50,55,50,-,60,-,-,-,-,-,-,-,-,92-94
50,35,45,50,35,55,-,50,50,45,45,-,-,-,-,-,-,95-97
50,40,45,50,40,-,55,50,45,-,50,60,-,-,-,40,-,95-97
50,45,50,45,45,60,40,45,-,45,-,-,55,-,-,-,-,96-98
50,45,50,45,45,55,-,60,-,-,-,50,-,-,-,-,-,92-94
50,45,60,45,50,50,50,-,40,-,65,-,-,-,-,-,-,92-94
50,50,35,50,55,60,45,45,65,50,-,-,-,-,-,-,-,94-96
50,45,45,45,40,80,50,-,-,-,-,-,-,-,-,45,-,95-97
50,50,40,50,45,50,50,40,50,50,-,-,-,-,-,-,-,94-96
50,40,50,45,40,60,45,50,-,50,-,-,-,-,-,-,-,94-96
50,50,55,45,50,55,50,-,55,55,-,-,-,-,-,-,-,94-96
50,45,35,40,50,50,50,75,-,-,35,-,-,-,-,-,-,92-94
50,50,25,50,45,75,50,-,-,50,40,-,-,-,-,-,-,95-97
50,50,25,45,50,50,50,-,55,60,-,-,-,-,-,-,-,93-95
50,45,35,40,45,50,45,-,-,-,-,50,-,-,-,-,-,93-95
50,50,30,40,50,60,-,-,-,50,-,50,-,-,-,-,-,94-96
50,45,45,45,45,45,50,70,-,55,-,-,-,-,-,-,-,93-95
50,35,30,45,35,-,55,-,-,-,50,50,-,-,-,-,-,95-97
50,50,50,45,50,50,50,50,50,55,-,-,-,-,-,-,-,93-95
50,35,40,40,35,50,40,-,50,50,-,-,-,-,-,35,-,94-96
50,40,45,40,45,60,50,-,55,-,-,-,-,-,-,-,-,93-95
50,60,60,50,65,50,65,-,-,75,-,-,-,-,-,-,-,92-94
50,45,50,50,45,65,-,-,-,-,55,-,-,-,-,-,-,94-96
50,55,25,50,55,65,55,-,55,-,65,-,-,-,40,-,-,94-96
50,50,45,50,50,-,45,55,55,50,-,50,-,-,-,-,-,94-96
50,45,25,45,45,50,55,-,60,-,-,50,-,-,-,-,-,92-94
50,45,30,50,45,65,35,80,60,-,-,-,-,-,-,-,-,94-96
50,45,35,45,45,60,60,-,60,-,-,-,-,-,-,45,-,93-95
50,45,20,45,45,60,50,-,-,45,-,-,-,-,-,-,-,92-94
50,60,55,50,65,75,60,75,-,-,-,-,-,-,70,-,-,96-98
50,40,40,50,35,60,50,-,65,-,-,-,-,-,-,-,-,94-96
50,45,40,45,50,65,55,-,65,-,-,-,-,-,-,-,-,94-96
50,50,45,45,50,55,-,-,60,60,-,-,-,-,-,-,-,93-95
50,40,40,50,35,55,50,-,-,-,-,55,-,-,-,-,-,93-95
50,40,30,40,40,55,45,-,-,-,45,-,-,-,-,-,-,93-95
50,70,70,50,80,55,55,-,-,80,-,-,-,-,-,-,-,95-97
50,50,50,55,50,50,50,-,-,50,-,-,-,-,-,-,-,92-94
50,60,45,55,60,65,60,-,-,-,55,-,-,-,-,-,-,95-97
50,50,55,45,55,50,75,50,-,-,55,-,-,-,-,-,-,91-93
50,45,50,50,45,55,50,50,55,-,50,-,-,-,-,-,-,93-95
50,50,45,45,50,75,65,-,-,-,45,-,-,-,-,-,-,94-96
50,45,45,45,50,65,50,65,-,40,-,-,-,-,-,-,-,96-98
50,45,30,50,45,60,45,-,-,45,-,-,-,55,-,65,-,94-96
50,40,45,40,40,50,50,60,-,50,-,-,40,-,-,-,-,94-96
50,50,55,45,50,60,-,-,55,60,-,-,-,-,-,-,-,93-95
50,45,30,45,40,55,-,60,60,-,45,-,-,-,-,-,-,92-94
50,55,50,60,55,55,-,-,70,45,-,-,-,-,-,40,-,94-96
50,40,45,40,35,50,45,55,50,-,-,-,-,-,-,-,-,92-94
50,45,35,50,45,65,50,-,-,50,-,30,-,-,-,-,-,94-96
50,45,40,40,45,45,55,-,45,-,-,55,-,-,-,-,-,94-96
50,50,30,45,50,50,-,65,-,-,-,-,-,-,-,-,-,92-94
50,45,25,45,45,55,-,-,-,50,-,35,-,-,-,-,-,93-95
50,30,30,45,25,50,50,65,-,-,-,55,-,-,-,-,-,93-95
50,45,25,45,45,55,45,40,-,-,-,60,-,-,-,-,-,94-96
50,55,20,55,55,50,50,-,50,50,-,-,-,-,-,-,-,92-94
50,50,50,50,55,55,50,-,-,55,-,-,-,-,-,-,-,92-94
50,40,55,45,40,55,50,-,-,55,-,-,-,-,-,-,-,93-95
50,40,40,45,35,65,55,-,-,40,-,-,-,-,-,-,-,94-96
50,30,25,45,25,65,45,-,-,-,-,-,55,-,-,-,-,96-98
50,30,20,40,30,80,40,-,-,60,-,-,-,-,-,-,-,96-98
50,45,50,45,45,50,40,-,60,50,-,-,-,-,-,-,-,92-94
50,35,25,45,35,45,45,50,45,-,55,-,-,-,-,50,-,91-93
50,50,50,40,50,-,-,-,50,-,65,60,-,-,-,-,-,91-93
50,50,55,45,50,50,70,-,-,-,60,-,-,-,-,-,-,92-94
50,50,50,45,50,50,55,-,-,55,-,50,-,-,-,-,-,94-96
50,50,35,45,55,80,50,-,-,-,-,-,-,-,-,-,-,98-100
50,55,25,50,60,50,55,-,-,55,-,-,-,-,45,-,-,92-94
50,45,40,40,45,65,50,-,-,-,-,50,-,-,-,-,-,97-99
50,50,50,45,55,55,70,-,-,-,-,60,-,-,-,-,-,92-94
50,35,40,45,30,60,30,40,-,50,-,-,-,-,-,-,-,94-96
50,50,45,45,50,55,60,-,-,-,-,-,-,-,-,-,-,93-95
50,45,20,40,50,80,55,-,-,45,-,-,-,-,-,-,-,96-98
50,35,20,40,35,45,55,55,50,-,60,-,-,-,-,55,-,90-92
50,50,50,50,50,65,70,-,45,-,-,-,-,-,-,-,-,94-96
50,65,40,50,75,-,80,65,50,-,-,55,-,-,-,-,-,92-94
50,25,25,45,20,65,40,50,60,-,-,-,-,-,-,-,-,98-100
50,35,30,45,35,50,-,65,-,-,-,-,-,-,-,-,-,92-94
50,65,35,60,65,55,65,-,-,60,25,-,-,-,-,-,-,92-94
50,30,25,40,25,75,30,50,-,-,60,-,-,-,-,-,-,95-97
50,40,50,45,40,50,55,-,-,-,-,65,-,-,-,-,-,95-97
50,40,40,45,40,45,50,-,-,-,-,55,-,-,-,-,-,91-93
50,50,45,45,50,65,50,60,-,-,-,50,-,-,-,-,-,95-97
50,45,35,40,50,50,-,-,50,-,-,-,-,-,-,-,-,91-93
50,45,50,45,45,50,25,-,-,-,-,50,-,-,50,25,-,92-94
50,50,55,45,55,75,65,-,55,-,-,-,-,-,-,-,-,94-96
50,55,65,55,55,-,35,65,-,-,-,55,-,-,60,-,-,91-93
50,45,45,50,45,60,40,-,50,-,-,55,-,-,-,-,-,94-96
50,40,40,40,40,50,55,-,45,55,-,-,-,-,-,-,-,92-94
50,45,45,45,45,50,-,-,-,50,-,50,-,-,-,50,-,91-93
50,50,40,45,50,60,-,-,-,65,50,45,-,-,-,-,-,95-97
50,35,45,40,30,55,55,-,-,50,-,-,-,-,-,-,-,92-94
50,35,20,45,30,65,50,40,-,-,50,-,-,-,-,50,-,96-98
50,40,45,40,40,65,50,-,-,40,50,-,-,-,-,-,-,95-97
50,45,40,55,45,55,35,-,-,55,60,-,-,-,-,-,-,93-95
50,45,45,45,50,65,55,-,40,-,-,-,-,-,-,-,-,93-95
50,45,35,40,50,55,-,-,-,55,70,-,-,-,-,-,-,92-94
50,50,45,45,55,65,50,-,-,-,-,55,-,-,-,-,-,95-97
50,40,35,40,40,60,-,-,-,-,55,-,-,-,-,-,-,94-96
50,45,50,50,45,50,-,55,35,50,-,50,-,-,-,-,-,91-93
50,45,40,40,45,55,45,-,55,40,40,45,-,-,-,-,-,94-96
50,45,45,45,45,60,55,65,45,-,-,-,55,-,-,-,-,93-95
50,50,45,50,50,50,55,-,-,-,-,55,-,-,-,-,-,92-94
50,55,50,55,50,65,-,-,45,55,-,-,-,-,-,-,-,94-96
50,50,40,45,50,55,55,-,-,-,65,-,-,-,-,-,-,92-94
50,60,35,50,65,55,60,-,-,-,-,45,-,-,40,-,-,92-94
50,35,30,45,35,80,-,-,40,-,35,-,60,-,-,-,-,95-97
50,45,30,45,50,80,50,30,-,35,55,-,-,-,-,-,-,97-99
50,50,45,45,55,45,60,50,50,45,-,-,-,-,-,-,-,90-92
50,45,45,50,45,50,50,60,50,35,-,-,-,-,-,-,-,91-93
50,35,40,45,35,60,55,-,-,60,-,-,-,-,-,-,-,94-96
50,45,55,40,50,50,60,35,-,50,-,-,-,-,-,-,-,91-93
50,45,35,45,45,55,-,-,-,50,-,55,-,-,-,-,-,92-94
50,45,40,45,45,55,65,-,45,-,-,-,-,-,-,-,-,91-93
50,50,50,45,50,60,55,-,-,-,-,55,-,-,-,-,-,94-96
50,50,50,45,55,50,-,60,-,60,65,-,-,-,-,-,-,91-93
50,55,30,50,60,55,50,-,50,-,-,55,-,-,-,-,-,94-96
50,45,25,40,45,50,60,-,-,-,-,-,-,-,-,-,-,90-92
50,70,20,45,80,70,65,-,65,-,-,-,-,-,-,-,-,94-96
50,50,45,45,50,55,65,-,60,-,-,-,-,-,-,-,-,92-94
50,45,40,40,45,80,-,50,-,50,-,-,-,40,-,-,-,98-100
50,45,30,50,40,75,45,-,55,-,35,-,-,-,-,-,-,95-97
50,50,50,45,50,75,-,-,-,-,-,-,-,50,-,-,-,95-97
50,45,45,40,45,-,-,65,-,-,55,60,-,55,-,-,-,92-94
50,50,45,45,55,60,-,-,50,-,-,-,-,-,-,-,-,93-95
50,40,35,45,35,55,30,50,50,45,50,-,-,-,-,-,-,95-97
50,50,60,50,50,65,55,-,-,55,-,-,-,-,-,75,-,95-97
50,55,45,45,65,55,75,-,45,-,-,-,-,-,-,-,-,92-94
50,40,40,45,40,60,50,50,50,-,50,-,-,-,-,-,-,95-97
50,45,55,50,45,50,60,50,-,-,65,-,-,-,-,55,-,94-96
50,45,35,40,45,55,50,-,55,-,-,-,-,-,-,-,-,93-95
50,75,55,50,80,-,-,-,60,70,-,-,-,-,-,-,-,94-96
50,50,35,50,50,55,55,-,60,-,-,50,-,-,-,-,-,93-95
50,45,40,40,45,60,45,35,-,45,50,-,-,-,-,-,-,94-96
50,30,25,40,25,65,-,-,60,-,-,-,-,-,-,-,-,94-96
50,45,40,45,45,55,55,-,55,60,-,-,-,-,-,-,-,93-95
50,45,45,45,45,55,50,-,-,-,-,55,-,40,-,-,-,95-97
50,50,30,50,50,55,-,-,60,-,-,-,-,-,-,-,-,93-95
50,45,20,45,45,60,-,-,-,55,-,55,-,-,-,-,-,94-96
50,55,55,45,55,45,60,-,55,55,-,-,-,-,-,-,-,90-92
50,45,45,45,45,60,60,-,-,-,-,65,-,-,-,-,-,94-96
50,35,20,35,35,75,45,-,-,-,-,-,-,-,-,-,-,95-97
50,50,50,45,50,55,-,-,50,50,-,-,-,50,-,-,-,93-95
50,45,50,55,45,75,-,50,-,-,35,-,-,-,-,-,-,95-97
50,45,35,40,45,50,-,50,-,50,-,-,-,-,-,-,-,91-93
50,50,60,40,55,55,50,-,50,50,-,-,-,-,-,-,-,93-95
50,50,35,50,50,75,55,-,-,65,-,-,-,-,-,-,-,95-97
50,45,40,40,50,55,50,-,-,50,-,-,-,-,-,-,-,92-94
50,45,40,45,45,80,50,-,70,-,-,-,-,-,-,-,-,96-98
50,50,40,45,55,60,40,-,-,50,50,55,-,-,-,-,-,95-97
50,45,40,45,45,-,55,65,-,-,65,45,-,-,-,-,-,94-96
50,45,45,45,45,50,50,-,40,50,-,-,-,-,-,-,-,93-95
50,50,45,40,55,50,55,65,50,50,-,-,-,-,-,-,-,93-95
50,45,30,45,50,50,50,60,-,-,50,-,-,-,-,-,-,92-94
50,40,45,45,40,-,50,-,65,-,70,50,-,40,-,-,-,96-98
50,45,55,40,45,55,50,55,55,-,50,-,-,-,-,-,-,94-96
50,45,35,45,40,55,-,65,-,-,-,-,-,-,-,-,-,93-95
50,45,45,45,45,50,40,50,-,50,-,50,-,-,-,-,-,92-94
50,50,45,45,50,55,55,-,-,-,55,-,-,40,-,-,-,92-94
50,40,50,45,40,60,50,-,-,60,-,40,-,-,-,-,-,94-96
50,45,35,45,50,50,-,-,55,-,-,-,-,-,-,-,-,92-94
50,45,45,40,45,55,55,-,65,-,-,-,-,-,-,-,-,92-94
50,45,50,40,50,60,50,-,-,55,-,-,-,-,-,-,-,94-96
50,35,35,45,35,60,50,-,75,-,-,-,-,-,-,-,-,96-98
50,40,35,45,35,50,40,-,55,45,50,-,-,-,-,-,-,92-94
50,50,65,45,55,65,60,-,-,-,40,-,-,-,-,-,-,92-94
50,35,40,40,35,70,50,-,-,-,55,-,-,-,-,-,-,95-97
50,45,45,45,45,50,-,-,-,55,-,55,-,-,-,-,-,92-94
50,50,40,50,50,55,60,-,-,-,-,-,-,-,-,60,-,92-94
50,45,50,45,50,60,60,-,-,65,-,-,-,-,-,-,-,93-95
50,30,40,45,25,75,45,40,-,-,50,-,-,-,-,-,-,96-98
50,45,30,45,45,80,55,-,-,-,40,-,-,-,-,-,-,95-97
50,50,75,50,50,55,-,-,50,-,-,-,-,-,-,-,-,92-94
50,50,50,50,50,70,55,60,-,40,-,-,-,-,-,-,-,96-98
50,55,40,45,65,60,-,-,-,65,-,-,-,-,-,75,-,93-95
50,50,40,50,55,40,60,65,-,-,-,60,-,-,-,-,-,92-94
50,55,65,50,60,70,60,-,-,-,-,70,-,-,-,-,-,94-96
50,45,50,45,45,50,50,50,50,-,50,-,-,-,-,55,-,92-94
50,40,25,40,35,65,45,-,-,50,-,-,-,-,-,-,-,94-96
50,50,40,50,50,65,45,-,55,50,-,-,-,-,-,-,-,97-99
50,40,50,55,35,80,45,55,60,-,-,-,-,-,-,-,-,95-97
50,50,45,45,55,65,60,-,-,-,80,-,-,-,-,-,-,94-96
50,50,45,50,50,45,-,-,50,-,-,-,-,-,-,-,-,90-92
50,45,40,45,45,55,50,-,-,-,-,55,-,-,-,-,-,94-96
50,40,30,40,40,65,50,-,-,-,55,-,-,-,-,-,-,93-95
50,45,55,45,50,55,55,-,-,55,-,-,-,-,-,-,-,93-95
50,45,30,40,45,60,-,60,-,-,-,-,-,-,-,-,-,94-96
50,45,35,45,45,50,55,-,55,-,-,-,50,55,-,-,-,91-93
50,55,50,45,65,80,70,-,-,50,-,-,-,-,-,-,-,97-99
50,50,60,50,50,70,50,-,55,45,-,-,-,-,-,-,-,95-97
50,50,35,40,50,55,55,65,-,-,40,40,-,-,-,-,-,93-95
50,50,50,50,50,65,-,80,-,-,-,-,-,-,-,-,-,95-97
50,35,25,40,35,45,50,50,45,45,50,-,-,-,-,-,-,91-93
50,45,55,40,45,50,-,60,-,-,-,-,-,-,-,-,-,90-92
50,40,40,50,35,55,-,50,-,55,-,-,-,-,-,-,-,94-96
50,40,40,40,45,55,45,50,-,-,-,50,-,-,-,-,-,94-96
50,50,50,45,50,80,50,-,-,-,-,-,-,-,-,-,-,97-99
50,45,45,45,45,55,60,-,45,50,-,-,-,-,-,50,-,92-94
50,50,50,45,55,65,55,-,60,-,-,-,-,-,-,-,-,93-95
50,35,30,40,30,55,50,-,-,55,-,-,-,-,-,-,-,93-95
50,40,35,35,40,80,-,-,55,-,-,-,-,-,-,-,-,98-100
55,50,45,45,50,80,55,-,-,-,45,-,-,-,-,-,-,95-97
55,50,45,45,50,60,55,50,55,60,-,-,-,-,-,-,-,93-95
55,45,40,45,45,80,55,80,50,50,-,-,-,-,-,-,-,97-99
55,45,55,55,45,75,55,-,-,-,-,-,-,-,-,75,-,94-96
55,45,65,45,45,70,50,-,80,60,-,-,-,-,-,-,-,97-99
55,40,45,50,40,70,-,-,-,60,-,55,-,-,-,-,-,94-96
55,45,35,50,45,80,50,-,-,75,-,-,-,-,-,-,-,95-97
55,40,40,45,40,80,50,-,-,-,75,-,-,-,-,-,-,96-98
55,45,45,45,45,70,-,70,-,-,55,-,-,-,-,-,-,96-98
55,45,20,45,45,80,-,-,-,-,-,-,-,50,-,-,-,96-98
55,45,45,45,45,55,-,-,60,55,-,-,-,-,-,-,-,91-93
55,45,45,45,50,65,50,-,-,55,-,-,-,-,-,-,-,93-95
55,50,45,45,50,80,55,-,-,-,40,-,-,-,-,-,-,95-97
55,55,55,50,60,-,-,80,60,-,65,75,-,-,-,-,-,93-95
55,50,50,50,50,80,50,-,45,55,-,-,-,-,-,-,-,96-98
55,45,30,40,45,75,-,65,45,-,-,65,-,-,-,-,-,97-99
55,45,35,50,40,65,65,-,75,-,-,-,-,-,-,-,-,94-96
55,45,50,45,50,55,65,75,-,-,-,65,-,-,-,-,-,92-94
55,50,45,45,50,75,60,-,70,-,-,40,-,-,-,-,-,95-97
55,65,50,50,70,70,-,-,-,-,75,-,-,-,-,-,-,94-96
55,40,25,40,40,65,50,-,-,-,-,60,-,-,-,-,-,94-96
55,45,50,50,45,80,-,-,-,70,-,60,-,-,-,-,-,97-99
55,45,40,45,50,75,55,-,-,55,-,-,-,-,-,-,-,96-98
55,50,30,50,50,60,-,-,-,60,-,75,-,-,-,-,-,93-95
55,50,50,50,50,55,60,70,60,60,-,-,-,-,-,-,-,93-95
55,50,50,45,60,65,50,-,65,40,-,55,-,-,-,-,-,95-97
55,55,65,50,55,80,70,-,-,80,-,-,-,-,-,-,-,95-97
55,50,40,50,50,55,50,55,-,55,80,-,-,-,-,-,-,94-96
55,45,25,40,45,70,-,-,-,-,-,-,-,60,-,-,-,93-95
55,45,45,40,45,80,-,75,-,-,-,-,-,-,-,-,-,97-99
55,40,40,50,35,80,50,-,-,-,-,-,-,-,-,-,-,96-98
55,50,55,45,50,55,-,-,-,55,-,60,-,-,-,-,-,93-95
55,35,30,50,35,80,55,75,-,45,65,-,-,-,-,-,-,96-98
55,35,20,35,35,80,50,-,-,-,-,-,-,-,-,-,-,97-99
55,45,20,50,45,60,60,-,60,-,-,-,-,-,-,-,-,92-94
55,45,45,45,45,75,50,50,55,55,-,-,-,-,-,-,-,95-97
55,45,50,45,45,75,55,-,75,-,45,-,-,-,-,-,-,95-97
55,45,35,45,40,75,65,-,-,40,-,-,-,-,-,-,-,94-96
55,50,45,45,50,-,50,65,60,-,55,60,-,-,-,55,-,98-100
55,50,35,45,55,-,50,55,55,60,55,-,-,-,-,50,-,92-94
55,50,50,45,50,55,50,-,55,45,-,65,-,-,-,-,-,93-95
55,35,40,40,35,60,50,-,55,-,60,60,-,-,-,45,-,93-95
55,50,50,45,50,80,60,-,-,-,-,-,-,-,80,-,-,95-97
55,65,65,50,75,80,80,-,80,-,-,-,-,-,-,-,-,96-98
55,45,50,45,45,55,35,70,-,60,-,-,-,-,-,-,-,92-94
55,45,35,50,45,55,55,-,60,-,-,-,-,-,-,-,-,91-93
55,45,45,45,45,60,60,65,-,-,65,60,-,-,-,-,-,94-96
55,55,45,45,65,75,60,55,75,-,-,-,-,-,-,-,-,95-97
55,55,45,45,55,70,55,-,-,-,-,-,-,-,-,50,-,94-96
55,55,25,45,65,55,45,-,55,55,-,55,-,-,-,-,-,91-93
55,45,20,40,50,70,55,-,-,55,-,-,-,-,-,-,-,95-97
55,45,50,45,50,70,55,80,-,-,65,-,-,-,-,-,-,95-97
55,55,25,45,60,80,70,-,50,-,-,-,-,-,-,-,-,94-96
55,45,45,45,45,80,45,-,-,-,-,65,-,-,-,-,-,96-98
55,55,35,50,55,80,60,-,-,-,70,-,-,-,-,-,-,96-98
55,45,50,40,45,75,-,-,-,65,35,65,-,-,-,-,-,96-98
55,65,60,55,70,80,70,-,80,-,-,-,-,-,-,-,-,95-97
55,50,55,45,55,45,55,-,-,60,-,75,-,-,-,-,-,93-95
55,50,60,45,55,-,65,80,65,-,65,60,-,-,-,-,-,93-95
55,60,75,50,70,75,80,-,-,-,-,-,-,-,-,-,-,95-97
55,65,75,55,65,-,70,-,70,-,-,65,-,-,-,-,-,94-96
55,55,55,50,60,80,65,-,-,-,-,-,-,-,-,-,-,97-99
55,50,40,45,50,50,-,-,-,-,-,-,-,65,-,-,-,89-91
55,45,25,45,40,60,70,65,65,-,40,-,-,-,-,-,-,93-95
55,45,30,40,45,80,-,70,-,-,-,-,-,-,-,-,-,95-97
55,40,45,45,40,65,50,50,65,50,-,55,-,-,-,-,-,94-96
55,50,60,50,50,75,50,-,-,55,-,60,-,-,-,-,-,97-99
55,55,45,45,65,50,70,-,-,-,-,65,-,-,-,-,-,90-92
55,55,50,45,55,-,70,70,75,-,65,60,-,-,-,-,-,96-98
55,45,40,45,45,65,-,-,-,-,55,65,-,-,-,-,-,94-96
55,45,35,40,45,60,-,-,60,55,-,-,-,-,-,-,-,95-97
55,50,45,45,50,80,55,70,-,-,40,-,-,-,-,45,-,96-98
55,45,30,50,45,80,50,50,75,-,-,-,-,-,-,-,-,95-97
55,50,25,40,50,80,-,-,-,-,-,-,-,65,-,-,-,96-98
55,45,45,50,45,65,60,-,-,55,-,-,-,-,-,-,-,94-96
55,50,50,50,50,75,65,-,-,-,45,-,-,-,-,-,-,94-96
55,50,55,55,45,55,55,-,-,50,-,65,-,-,-,-,-,94-96
55,45,55,40,50,75,-,-,70,-,-,-,-,-,-,-,-,95-97
55,55,40,50,60,80,50,-,-,-,55,-,-,-,-,-,-,98-100
55,45,30,45,50,60,-,-,-,55,-,50,65,-,-,65,-,94-96
55,45,45,50,45,80,-,-,80,-,-,-,-,-,-,-,-,97-99
55,50,65,45,55,50,-,-,55,-,-,-,-,-,-,-,-,91-93
55,50,60,55,50,50,55,80,45,-,55,-,-,-,-,-,-,91-93
55,35,25,45,35,-,-,75,-,-,-,70,-,-,-,-,-,98-100
55,40,45,45,40,70,-,-,65,-,-,-,-,-,-,-,-,94-96
55,50,45,45,50,55,65,65,60,55,-,60,-,-,-,-,-,93-95
55,30,50,45,25,65,50,-,-,55,-,-,-,-,-,-,-,95-97
55,45,50,45,45,65,40,-,-,45,60,-,-,-,-,-,-,95-97
55,45,45,40,50,70,60,-,-,-,-,-,-,-,-,80,-,94-96
55,45,45,45,45,-,50,50,80,-,50,55,-,-,-,60,-,95-97
55,55,45,45,60,75,65,-,-,-,80,-,-,-,-,-,-,95-97
55,40,35,45,35,75,50,-,75,40,-,-,-,-,-,-,-,95-97
55,45,20,45,45,80,65,50,80,-,-,-,-,-,-,-,-,97-99
55,45,35,50,45,60,70,-,-,40,-,-,-,-,-,-,-,93-95
55,55,45,45,60,65,70,-,65,-,-,-,-,-,-,-,-,93-95
55,55,55,40,65,75,80,-,-,-,45,-,-,-,-,-,-,94-96
55,65,55,60,70,50,-,-,50,-,-,-,-,-,-,-,-,90-92
55,50,50,45,50,65,-,-,-,50,-,60,-,-,-,-,-,95-97
55,45,30,45,45,60,60,-,45,60,50,-,-,-,-,-,-,92-94
55,40,35,45,40,65,55,50,-,65,-,-,-,-,-,-,-,94-96
55,50,45,45,50,55,55,-,-,60,-,-,-,-,-,-,-,92-94
55,40,45,40,40,75,-,-,-,60,-,50,-,-,-,-,-,96-98
